Символ;Дистанции
1;Ы - 0.009 Ш - 0.031 Й - 0.061 Ө - 0.072 Ю - 0.075 Ә - 0.075 Н - 0.076 М - 0.078 Ф - 0.081 Ж - 0.083 И - 0.086 О - 0.087 A - 0.091 Х - 0.093 К - 0.108 Ъ - 0.115 Ц - 0.116 Д - 0.117 Э - 0.121 Ұ - 0.123 Б - 0.126 З - 0.126 Һ - 0.128 Щ - 0.131 В - 0.134 Ь - 0.137 Я - 0.137 П - 0.145 Ң - 0.146 Қ - 0.151 С - 0.158 У - 0.159 Л - 0.18 Ч - 0.183 Ё - 0.189 Е - 0.192 Р - 0.198 Ү - 0.209 Ғ - 0.226 Т - 0.275 Г - 0.324 І - 0.549 
